codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
,DESCONOCIDO,COMETAS DE LOS,TORREAGUERA,"DESCONOCIDO COMETAS DE LOS, TORREAGUERA",COMETAS DE LOS(DESCONOCIDO) en TORREAGUERA
,DESCONOCIDO,DE LOS LORENTES,ALJUCER,"DESCONOCIDO DE LOS LORENTES, ALJUCER",DE LOS LORENTES(DESCONOCIDO) en ALJUCER
,DESCONOCIDO,PARQUE UNIVERSIDAD,PUNTAL EL,"DESCONOCIDO PARQUE UNIVERSIDAD, PUNTAL EL",PARQUE UNIVERSIDAD(DESCONOCIDO) en PUNTAL EL
,DESCONOCIDO,LAS ALONDRAS,CHURRA,"DESCONOCIDO LAS ALONDRAS, CHURRA",LAS ALONDRAS(DESCONOCIDO) en CHURRA
,DESCONOCIDO,PI-PN1 EL PUNTAL,PUNTAL EL,"DESCONOCIDO PI-PN1 EL PUNTAL, PUNTAL EL",PI-PN1 EL PUNTAL(DESCONOCIDO) en PUNTAL EL
SD,SENDA,ALTA,ALJUCER,"SENDA ALTA, ALJUCER",ALTA(SENDA) en ALJUCER
SD,SENDA,ANCHA,ERA ALTA,"SENDA ANCHA, ERA ALTA",ANCHA(SENDA) en ERA ALTA
SD,SENDA,CASAS NUEVAS,SAN JOSE,"SENDA CASAS NUEVAS, SAN JOSE",CASAS NUEVAS(SENDA) en SAN JOSE
SD,SENDA,CORAZON JESUS,SAN JOSE,"SENDA CORAZON JESUS, SAN JOSE",CORAZON JESUS(SENDA) en SAN JOSE
SD,SENDA,DEL PATO,ALBATALIA LA,"SENDA DEL PATO, ALBATALIA LA",DEL PATO(SENDA) en ALBATALIA LA
SD,SENDA,ENMEDIO,ALBATALIA LA,"SENDA ENMEDIO, ALBATALIA LA",ENMEDIO(SENDA) en ALBATALIA LA
SD,SENDA,ENMEDIO,MURCIA,"SENDA ENMEDIO, MURCIA",ENMEDIO(SENDA) en MURCIA
SD,SENDA,ESTRECHA,MURCIA,"SENDA ESTRECHA, MURCIA",ESTRECHA(SENDA) en MURCIA
SD,SENDA,FERNANDO SERVET,SAN JOSE,"SENDA FERNANDO SERVET, SAN JOSE",FERNANDO SERVET(SENDA) en SAN JOSE
SD,SENDA,GRANADA,MURCIA,"SENDA GRANADA, MURCIA",GRANADA(SENDA) en MURCIA
SD,SENDA,LANZA,SAN JOSE,"SENDA LANZA, SAN JOSE",LANZA(SENDA) en SAN JOSE
SD,SENDA,MEDIANIL,ERA ALTA,"SENDA MEDIANIL, ERA ALTA",MEDIANIL(SENDA) en ERA ALTA
SD,SENDA,PORTADA,MONTEAGUDO,"SENDA PORTADA, MONTEAGUDO",PORTADA(SENDA) en MONTEAGUDO
TR,TRAVESIA,ACEQUIA 1,CHURRA,"TRAVESIA ACEQUIA 1, CHURRA",ACEQUIA 1(TRAVESIA) en CHURRA
TR,TRAVESIA,ACEQUIA DEL CARACOL,MONTEAGUDO,"TRAVESIA ACEQUIA DEL CARACOL, MONTEAGUDO",ACEQUIA DEL CARACOL(TRAVESIA) en MONTEAGUDO
TR,TRAVESIA,ACEQUIA,MURCIA,"TRAVESIA ACEQUIA, MURCIA",ACEQUIA(TRAVESIA) en MURCIA
TR,TRAVESIA,ALBUJON,LOBOSILLO,"TRAVESIA ALBUJON, LOBOSILLO",ALBUJON(TRAVESIA) en LOBOSILLO
TR,TRAVESIA,ALCANTARILLA 04,NONDUERMAS,"TRAVESIA ALCANTARILLA 04, NONDUERMAS",ALCANTARILLA 04(TRAVESIA) en NONDUERMAS
TR,TRAVESIA,ALEJANDRICO 1,BENIAJAN,"TRAVESIA ALEJANDRICO 1, BENIAJAN",ALEJANDRICO 1(TRAVESIA) en BENIAJAN
TR,TRAVESIA,ALEJANDRICO 2,BENIAJAN,"TRAVESIA ALEJANDRICO 2, BENIAJAN",ALEJANDRICO 2(TRAVESIA) en BENIAJAN
TR,TRAVESIA,ALFONSO X SABIO 1,TORREAGUERA,"TRAVESIA ALFONSO X SABIO 1, TORREAGUERA",ALFONSO X SABIO 1(TRAVESIA) en TORREAGUERA
TR,TRAVESIA,ALICANTE 1,ESPARRAGAL,"TRAVESIA ALICANTE 1, ESPARRAGAL",ALICANTE 1(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,ALICANTE 2,MONTEAGUDO,"TRAVESIA ALICANTE 2, MONTEAGUDO",ALICANTE 2(TRAVESIA) en MONTEAGUDO
TR,TRAVESIA,ALICANTE 4,CHURRA,"TRAVESIA ALICANTE 4, CHURRA",ALICANTE 4(TRAVESIA) en CHURRA
TR,TRAVESIA,ALQUERIAS,RAAL EL,"TRAVESIA ALQUERIAS, RAAL EL",ALQUERIAS(TRAVESIA) en RAAL EL
TR,TRAVESIA,ALTO ATALAYAS 08,CABEZO TORRES,"TRAVESIA ALTO ATALAYAS 08, CABEZO TORRES",ALTO ATALAYAS 08(TRAVESIA) en CABEZO TORRES
TR,TRAVESIA,ALVAREZ QUINTERO,ESPARRAGAL,"TRAVESIA ALVAREZ QUINTERO, ESPARRAGAL",ALVAREZ QUINTERO(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,ANDRES HERNANDEZ ROS,GUADALUPE,"TRAVESIA ANDRES HERNANDEZ ROS, GUADALUPE",ANDRES HERNANDEZ ROS(TRAVESIA) en GUADALUPE
TR,TRAVESIA,ARISTONES,RAYA LA,"TRAVESIA ARISTONES, RAYA LA",ARISTONES(TRAVESIA) en RAYA LA
TR,TRAVESIA,ARQUITECTO JAIME BORT,MURCIA,"TRAVESIA ARQUITECTO JAIME BORT, MURCIA",ARQUITECTO JAIME BORT(TRAVESIA) en MURCIA
TR,TRAVESIA,AZACAYA 2,DOLORES LOS,"TRAVESIA AZACAYA 2, DOLORES LOS",AZACAYA 2(TRAVESIA) en DOLORES LOS
TR,TRAVESIA,BALSICAS 04,GEA Y TRUYOLS,"TRAVESIA BALSICAS 04, GEA Y TRUYOLS",BALSICAS 04(TRAVESIA) en GEA Y TRUYOLS
TR,TRAVESIA,BALSICAS 08,GEA Y TRUYOLS,"TRAVESIA BALSICAS 08, GEA Y TRUYOLS",BALSICAS 08(TRAVESIA) en GEA Y TRUYOLS
TR,TRAVESIA,BALSICAS 11,GEA Y TRUYOLS,"TRAVESIA BALSICAS 11, GEA Y TRUYOLS",BALSICAS 11(TRAVESIA) en GEA Y TRUYOLS
TR,TRAVESIA,BELANDO,PUENTE TOCINOS,"TRAVESIA BELANDO, PUENTE TOCINOS",BELANDO(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,BENIAJAN 1,DOLORES LOS,"TRAVESIA BENIAJAN 1, DOLORES LOS",BENIAJAN 1(TRAVESIA) en DOLORES LOS
TR,TRAVESIA,BOLOS 2,MURCIA,"TRAVESIA BOLOS 2, MURCIA",BOLOS 2(TRAVESIA) en MURCIA
TR,TRAVESIA,BUENOS AIRES,GARRES LOS,"TRAVESIA BUENOS AIRES, GARRES LOS",BUENOS AIRES(TRAVESIA) en GARRES LOS
TR,TRAVESIA,BUENOS AIRES,LAS LUMBRERAS,"TRAVESIA BUENOS AIRES, LAS LUMBRERAS",BUENOS AIRES(TRAVESIA) en LAS LUMBRERAS
TR,TRAVESIA,CALVARIO 1,ALGEZARES,"TRAVESIA CALVARIO 1, ALGEZARES",CALVARIO 1(TRAVESIA) en ALGEZARES
TR,TRAVESIA,CAMINO CUATRO,GEA Y TRUYOLS,"TRAVESIA CAMINO CUATRO, GEA Y TRUYOLS",CAMINO CUATRO(TRAVESIA) en GEA Y TRUYOLS
TR,TRAVESIA,CAMINO REAL,BARQUEROS,"TRAVESIA CAMINO REAL, BARQUEROS",CAMINO REAL(TRAVESIA) en BARQUEROS
TR,TRAVESIA,CAMINO REGUERON,NONDUERMAS,"TRAVESIA CAMINO REGUERON, NONDUERMAS",CAMINO REGUERON(TRAVESIA) en NONDUERMAS
TR,TRAVESIA,CAMINO VIEJO MONTEAGUDO 2,MURCIA,"TRAVESIA CAMINO VIEJO MONTEAGUDO 2, MURCIA",CAMINO VIEJO MONTEAGUDO 2(TRAVESIA) en MURCIA
TR,TRAVESIA,CAMPILLO 03,ESPARRAGAL,"TRAVESIA CAMPILLO 03, ESPARRAGAL",CAMPILLO 03(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,CAMPILLO 04,ESPARRAGAL,"TRAVESIA CAMPILLO 04, ESPARRAGAL",CAMPILLO 04(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,CANALES,CHURRA,"TRAVESIA CANALES, CHURRA",CANALES(TRAVESIA) en CHURRA
TR,TRAVESIA,CANDELARIA,GARRES LOS,"TRAVESIA CANDELARIA, GARRES LOS",CANDELARIA(TRAVESIA) en GARRES LOS
TR,TRAVESIA,CARMEN 1,JAVALI NUEVO,"TRAVESIA CARMEN 1, JAVALI NUEVO",CARMEN 1(TRAVESIA) en JAVALI NUEVO
TR,TRAVESIA,CARRETERA ALICANTE 3,MURCIA,"TRAVESIA CARRETERA ALICANTE 3, MURCIA",CARRETERA ALICANTE 3(TRAVESIA) en MURCIA
TR,TRAVESIA,CARRETERA ALICANTE 5,MURCIA,"TRAVESIA CARRETERA ALICANTE 5, MURCIA",CARRETERA ALICANTE 5(TRAVESIA) en MURCIA
TR,TRAVESIA,CARRETERA CHURRA 2,MURCIA,"TRAVESIA CARRETERA CHURRA 2, MURCIA",CARRETERA CHURRA 2(TRAVESIA) en MURCIA
TR,TRAVESIA,CARRETERA MURCIA 1,BENIAJAN,"TRAVESIA CARRETERA MURCIA 1, BENIAJAN",CARRETERA MURCIA 1(TRAVESIA) en BENIAJAN
TR,TRAVESIA,CARRETERA PALMAR 09,ALJUCER,"TRAVESIA CARRETERA PALMAR 09, ALJUCER",CARRETERA PALMAR 09(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRETERA PALMAR 10,ALJUCER,"TRAVESIA CARRETERA PALMAR 10, ALJUCER",CARRETERA PALMAR 10(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRETERA PALMAR 11,ALJUCER,"TRAVESIA CARRETERA PALMAR 11, ALJUCER",CARRETERA PALMAR 11(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRETERA PALMAR 17,ALJUCER,"TRAVESIA CARRETERA PALMAR 17, ALJUCER",CARRETERA PALMAR 17(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRETERA PALMAR 1,SAN JOSE,"TRAVESIA CARRETERA PALMAR 1, SAN JOSE",CARRETERA PALMAR 1(TRAVESIA) en SAN JOSE
TR,TRAVESIA,CARRETERA PALMAR 27,EL PALMAR,"TRAVESIA CARRETERA PALMAR 27, EL PALMAR",CARRETERA PALMAR 27(TRAVESIA) en EL PALMAR
TR,TRAVESIA,CARRETERA RAYA,RINCON SECA,"TRAVESIA CARRETERA RAYA, RINCON SECA",CARRETERA RAYA(TRAVESIA) en RINCON SECA
TR,TRAVESIA,CARRIL CABALLERO,PUEBLA DE SOTO,"TRAVESIA CARRIL CABALLERO, PUEBLA DE SOTO",CARRIL CABALLERO(TRAVESIA) en PUEBLA DE SOTO
TR,TRAVESIA,CARRIL FERNANDO SERVET 1,SAN JOSE,"TRAVESIA CARRIL FERNANDO SERVET 1, SAN JOSE",CARRIL FERNANDO SERVET 1(TRAVESIA) en SAN JOSE
TR,TRAVESIA,CARRIL GALLEGOS 2,SAN BENITO,"TRAVESIA CARRIL GALLEGOS 2, SAN BENITO",CARRIL GALLEGOS 2(TRAVESIA) en SAN BENITO
TR,TRAVESIA,CARRIL NIEVES 1,RAAL EL,"TRAVESIA CARRIL NIEVES 1, RAAL EL",CARRIL NIEVES 1(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL NIEVES 2,RAAL EL,"TRAVESIA CARRIL NIEVES 2, RAAL EL",CARRIL NIEVES 2(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL NIEVES 3,RAAL EL,"TRAVESIA CARRIL NIEVES 3, RAAL EL",CARRIL NIEVES 3(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL NIEVES 4,RAAL EL,"TRAVESIA CARRIL NIEVES 4, RAAL EL",CARRIL NIEVES 4(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL NIEVES 5,RAAL EL,"TRAVESIA CARRIL NIEVES 5, RAAL EL",CARRIL NIEVES 5(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL NIEVES 6,RAAL EL,"TRAVESIA CARRIL NIEVES 6, RAAL EL",CARRIL NIEVES 6(TRAVESIA) en RAAL EL
TR,TRAVESIA,CARRIL PALMERA 09,ALJUCER,"TRAVESIA CARRIL PALMERA 09, ALJUCER",CARRIL PALMERA 09(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRIL PALMERA 14,ALJUCER,"TRAVESIA CARRIL PALMERA 14, ALJUCER",CARRIL PALMERA 14(TRAVESIA) en ALJUCER
TR,TRAVESIA,CARRIL PINOS 1,CHURRA,"TRAVESIA CARRIL PINOS 1, CHURRA",CARRIL PINOS 1(TRAVESIA) en CHURRA
TR,TRAVESIA,CARRIL ROBLES,MURCIA,"TRAVESIA CARRIL ROBLES, MURCIA",CARRIL ROBLES(TRAVESIA) en MURCIA
TR,TRAVESIA,CARRIL VICENTE BAEZA,PUENTE TOCINOS,"TRAVESIA CARRIL VICENTE BAEZA, PUENTE TOCINOS",CARRIL VICENTE BAEZA(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,CARTAGENA 2,MURCIA,"TRAVESIA CARTAGENA 2, MURCIA",CARTAGENA 2(TRAVESIA) en MURCIA
TR,TRAVESIA,CASA DEL AIRE,GUADALUPE,"TRAVESIA CASA DEL AIRE, GUADALUPE",CASA DEL AIRE(TRAVESIA) en GUADALUPE
TR,TRAVESIA,CASTILLO PUERTO 3,SANGONERA VERDE,"TRAVESIA CASTILLO PUERTO 3, SANGONERA VERDE",CASTILLO PUERTO 3(TRAVESIA) en SANGONERA VERDE
TR,TRAVESIA,CATALAN 2,SANTA CRUZ,"TRAVESIA CATALAN 2, SANTA CRUZ",CATALAN 2(TRAVESIA) en SANTA CRUZ
TR,TRAVESIA,CATALAN 3,SANTA CRUZ,"TRAVESIA CATALAN 3, SANTA CRUZ",CATALAN 3(TRAVESIA) en SANTA CRUZ
TR,TRAVESIA,CERVANTES 5,ZARANDONA,"TRAVESIA CERVANTES 5, ZARANDONA",CERVANTES 5(TRAVESIA) en ZARANDONA
TR,TRAVESIA,CERVANTES,PUNTAL EL,"TRAVESIA CERVANTES, PUNTAL EL",CERVANTES(TRAVESIA) en PUNTAL EL
TR,TRAVESIA,CIUDAD MURCIA 3,EL BOJAR,"TRAVESIA CIUDAD MURCIA 3, EL BOJAR",CIUDAD MURCIA 3(TRAVESIA) en EL BOJAR
TR,TRAVESIA,CIUDAD MURCIA 7,EL BOJAR,"TRAVESIA CIUDAD MURCIA 7, EL BOJAR",CIUDAD MURCIA 7(TRAVESIA) en EL BOJAR
TR,TRAVESIA,CIUDAD MURCIA 8,EL BOJAR,"TRAVESIA CIUDAD MURCIA 8, EL BOJAR",CIUDAD MURCIA 8(TRAVESIA) en EL BOJAR
TR,TRAVESIA,CM DE LA VIA,JAVALI NUEVO,"TRAVESIA CM DE LA VIA, JAVALI NUEVO",CM DE LA VIA(TRAVESIA) en JAVALI NUEVO
TR,TRAVESIA,COLLADO,ZENETA,"TRAVESIA COLLADO, ZENETA",COLLADO(TRAVESIA) en ZENETA
TR,TRAVESIA,COMUNIDAD,DOLORES LOS,"TRAVESIA COMUNIDAD, DOLORES LOS",COMUNIDAD(TRAVESIA) en DOLORES LOS
TR,TRAVESIA,CONCEPCION,BARQUEROS,"TRAVESIA CONCEPCION, BARQUEROS",CONCEPCION(TRAVESIA) en BARQUEROS
TR,TRAVESIA,CONSTITUCION 4,GUADALUPE,"TRAVESIA CONSTITUCION 4, GUADALUPE",CONSTITUCION 4(TRAVESIA) en GUADALUPE
TR,TRAVESIA,CORAZON DE JESUS,JAVALI NUEVO,"TRAVESIA CORAZON DE JESUS, JAVALI NUEVO",CORAZON DE JESUS(TRAVESIA) en JAVALI NUEVO
TR,TRAVESIA,CORREDORA 1,JAVALI VIEJO,"TRAVESIA CORREDORA 1, JAVALI VIEJO",CORREDORA 1(TRAVESIA) en JAVALI VIEJO
TR,TRAVESIA,CORREDORA 2,JAVALI VIEJO,"TRAVESIA CORREDORA 2, JAVALI VIEJO",CORREDORA 2(TRAVESIA) en JAVALI VIEJO
TR,TRAVESIA,CRESTA DEL GALLO CUATRO,SANTO ANGEL,"TRAVESIA CRESTA DEL GALLO CUATRO, SANTO ANGEL",CRESTA DEL GALLO CUATRO(TRAVESIA) en SANTO ANGEL
TR,TRAVESIA,CRESTA DEL GALLO TRES,SANTO ANGEL,"TRAVESIA CRESTA DEL GALLO TRES, SANTO ANGEL",CRESTA DEL GALLO TRES(TRAVESIA) en SANTO ANGEL
TR,TRAVESIA,CRUZ CAMINOS 1,ESPARRAGAL,"TRAVESIA CRUZ CAMINOS 1, ESPARRAGAL",CRUZ CAMINOS 1(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,CRUZ CAMINOS 2,ESPARRAGAL,"TRAVESIA CRUZ CAMINOS 2, ESPARRAGAL",CRUZ CAMINOS 2(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,DEL MOLINO,ALBERCA LA,"TRAVESIA DEL MOLINO, ALBERCA LA",DEL MOLINO(TRAVESIA) en ALBERCA LA
TR,TRAVESIA,DON QUIJOTE,MURCIA,"TRAVESIA DON QUIJOTE, MURCIA",DON QUIJOTE(TRAVESIA) en MURCIA
TR,TRAVESIA,ENCARNACION DEL MORAL,RAAL EL,"TRAVESIA ENCARNACION DEL MORAL, RAAL EL",ENCARNACION DEL MORAL(TRAVESIA) en RAAL EL
TR,TRAVESIA,ERA 1,ZENETA,"TRAVESIA ERA 1, ZENETA",ERA 1(TRAVESIA) en ZENETA
TR,TRAVESIA,ERMITA,JAVALI NUEVO,"TRAVESIA ERMITA, JAVALI NUEVO",ERMITA(TRAVESIA) en JAVALI NUEVO
TR,TRAVESIA,ERMITA REMEDIOS 1,PUENTE TOCINOS,"TRAVESIA ERMITA REMEDIOS 1, PUENTE TOCINOS",ERMITA REMEDIOS 1(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,ERMITA VIEJA 3,PUENTE TOCINOS,"TRAVESIA ERMITA VIEJA 3, PUENTE TOCINOS",ERMITA VIEJA 3(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,ERMITA VIEJA 7,PUENTE TOCINOS,"TRAVESIA ERMITA VIEJA 7, PUENTE TOCINOS",ERMITA VIEJA 7(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,ESCUELA AZARBE,ESPARRAGAL,"TRAVESIA ESCUELA AZARBE, ESPARRAGAL",ESCUELA AZARBE(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,ESCUELAS 2,ALQUERIAS,"TRAVESIA ESCUELAS 2, ALQUERIAS",ESCUELAS 2(TRAVESIA) en ALQUERIAS
TR,TRAVESIA,ESCUELAS 3,ALQUERIAS,"TRAVESIA ESCUELAS 3, ALQUERIAS",ESCUELAS 3(TRAVESIA) en ALQUERIAS
TR,TRAVESIA,ESPERANZA 2,SAN BENITO,"TRAVESIA ESPERANZA 2, SAN BENITO",ESPERANZA 2(TRAVESIA) en SAN BENITO
TR,TRAVESIA,FERNANDEZ CABALLERO,RINCON SECA,"TRAVESIA FERNANDEZ CABALLERO, RINCON SECA",FERNANDEZ CABALLERO(TRAVESIA) en RINCON SECA
TR,TRAVESIA,FLORA 2,ESPARRAGAL,"TRAVESIA FLORA 2, ESPARRAGAL",FLORA 2(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,FLORA 3,ESPARRAGAL,"TRAVESIA FLORA 3, ESPARRAGAL",FLORA 3(TRAVESIA) en ESPARRAGAL
TR,TRAVESIA,FLORES 1,EL BOJAR,"TRAVESIA FLORES 1, EL BOJAR",FLORES 1(TRAVESIA) en EL BOJAR
TR,TRAVESIA,FRANCISCO PAREDES 2,PUENTE TOCINOS,"TRAVESIA FRANCISCO PAREDES 2, PUENTE TOCINOS",FRANCISCO PAREDES 2(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,FRANCISCO RABAL,MURCIA,"TRAVESIA FRANCISCO RABAL, MURCIA",FRANCISCO RABAL(TRAVESIA) en MURCIA
TR,TRAVESIA,FRUTOS BAEZA,SANTO ANGEL,"TRAVESIA FRUTOS BAEZA, SANTO ANGEL",FRUTOS BAEZA(TRAVESIA) en SANTO ANGEL
TR,TRAVESIA,FRUTOS MORENO 1,PUENTE TOCINOS,"TRAVESIA FRUTOS MORENO 1, PUENTE TOCINOS",FRUTOS MORENO 1(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,FUENSANTA 4,LOBOSILLO,"TRAVESIA FUENSANTA 4, LOBOSILLO",FUENSANTA 4(TRAVESIA) en LOBOSILLO
TR,TRAVESIA,GABRIEL MIRO,MURCIA,"TRAVESIA GABRIEL MIRO, MURCIA",GABRIEL MIRO(TRAVESIA) en MURCIA
TR,TRAVESIA,GALVEZ 2,RAAL EL,"TRAVESIA GALVEZ 2, RAAL EL",GALVEZ 2(TRAVESIA) en RAAL EL
TR,TRAVESIA,GALVEZ,RAAL EL,"TRAVESIA GALVEZ, RAAL EL",GALVEZ(TRAVESIA) en RAAL EL
TR,TRAVESIA,GLORIA 2,BARQUEROS,"TRAVESIA GLORIA 2, BARQUEROS",GLORIA 2(TRAVESIA) en BARQUEROS
TR,TRAVESIA,GLORIA 3,BARQUEROS,"TRAVESIA GLORIA 3, BARQUEROS",GLORIA 3(TRAVESIA) en BARQUEROS
TR,TRAVESIA,GONZALEZ VALENTIN 1,LLANO BRUJAS,"TRAVESIA GONZALEZ VALENTIN 1, LLANO BRUJAS",GONZALEZ VALENTIN 1(TRAVESIA) en LLANO BRUJAS
TR,TRAVESIA,HERRADURA,MURCIA,"TRAVESIA HERRADURA, MURCIA",HERRADURA(TRAVESIA) en MURCIA
TR,TRAVESIA,HINOJO,SANGONERA VERDE,"TRAVESIA HINOJO, SANGONERA VERDE",HINOJO(TRAVESIA) en SANGONERA VERDE
TR,TRAVESIA,HORNO 1,JERON.-AVILESES,"TRAVESIA HORNO 1, JERON.-AVILESES",HORNO 1(TRAVESIA) en JERON.-AVILESES
TR,TRAVESIA,HUERTA 1,CHURRA,"TRAVESIA HUERTA 1, CHURRA",HUERTA 1(TRAVESIA) en CHURRA
TR,TRAVESIA,HUERTO ALIX 1,SAN BENITO,"TRAVESIA HUERTO ALIX 1, SAN BENITO",HUERTO ALIX 1(TRAVESIA) en SAN BENITO
TR,TRAVESIA,IGLESIA 3,DOLORES LOS,"TRAVESIA IGLESIA 3, DOLORES LOS",IGLESIA 3(TRAVESIA) en DOLORES LOS
TR,TRAVESIA,JOAN MIRO,LAS LUMBRERAS,"TRAVESIA JOAN MIRO, LAS LUMBRERAS",JOAN MIRO(TRAVESIA) en LAS LUMBRERAS
TR,TRAVESIA,JORGE GUILLEN 1,LAS LUMBRERAS,"TRAVESIA JORGE GUILLEN 1, LAS LUMBRERAS",JORGE GUILLEN 1(TRAVESIA) en LAS LUMBRERAS
TR,TRAVESIA,JORGE GUILLEN 2,LAS LUMBRERAS,"TRAVESIA JORGE GUILLEN 2, LAS LUMBRERAS",JORGE GUILLEN 2(TRAVESIA) en LAS LUMBRERAS
TR,TRAVESIA,JOSE ANTONIO,LLANO BRUJAS,"TRAVESIA JOSE ANTONIO, LLANO BRUJAS",JOSE ANTONIO(TRAVESIA) en LLANO BRUJAS
TR,TRAVESIA,JUANA JUGAN 2,MURCIA,"TRAVESIA JUANA JUGAN 2, MURCIA",JUANA JUGAN 2(TRAVESIA) en MURCIA
TR,TRAVESIA,JUAN CARLOS I 02,ZENETA,"TRAVESIA JUAN CARLOS I 02, ZENETA",JUAN CARLOS I 02(TRAVESIA) en ZENETA
TR,TRAVESIA,JUAN CARLOS I 09,ZENETA,"TRAVESIA JUAN CARLOS I 09, ZENETA",JUAN CARLOS I 09(TRAVESIA) en ZENETA
TR,TRAVESIA,JUAN CARLOS I 18,ZENETA,"TRAVESIA JUAN CARLOS I 18, ZENETA",JUAN CARLOS I 18(TRAVESIA) en ZENETA
TR,TRAVESIA,JUAN CARLOS I 5,SANTO ANGEL,"TRAVESIA JUAN CARLOS I 5, SANTO ANGEL",JUAN CARLOS I 5(TRAVESIA) en SANTO ANGEL
TR,TRAVESIA,JUANETES,SAN JOSE,"TRAVESIA JUANETES, SAN JOSE",JUANETES(TRAVESIA) en SAN JOSE
TR,TRAVESIA,JUPITER 1,SANGONERA VERDE,"TRAVESIA JUPITER 1, SANGONERA VERDE",JUPITER 1(TRAVESIA) en SANGONERA VERDE
TR,TRAVESIA,LAGOS,SANGONERA SECA,"TRAVESIA LAGOS, SANGONERA SECA",LAGOS(TRAVESIA) en SANGONERA SECA
TR,TRAVESIA,LARGA SAN ROQUE 1,BENIAJAN,"TRAVESIA LARGA SAN ROQUE 1, BENIAJAN",LARGA SAN ROQUE 1(TRAVESIA) en BENIAJAN
TR,TRAVESIA,LIBERTAD 02,CASILLAS,"TRAVESIA LIBERTAD 02, CASILLAS",LIBERTAD 02(TRAVESIA) en CASILLAS
TR,TRAVESIA,LIBERTAD 04,CASILLAS,"TRAVESIA LIBERTAD 04, CASILLAS",LIBERTAD 04(TRAVESIA) en CASILLAS
TR,TRAVESIA,LIBERTAD 10,CASILLAS,"TRAVESIA LIBERTAD 10, CASILLAS",LIBERTAD 10(TRAVESIA) en CASILLAS
TR,TRAVESIA,LIBERTAD 1,PUENTE TOCINOS,"TRAVESIA LIBERTAD 1, PUENTE TOCINOS",LIBERTAD 1(TRAVESIA) en PUENTE TOCINOS
TR,TRAVESIA,LIBERTAD,NONDUERMAS,"TRAVESIA LIBERTAD, NONDUERMAS",LIBERTAD(TRAVESIA) en NONDUERMAS
TR,TRAVESIA,LLANAS 1,EL PALMAR,"TRAVESIA LLANAS 1, EL PALMAR",LLANAS 1(TRAVESIA) en EL PALMAR
TR,TRAVESIA,LOMA 1,BARQUEROS,"TRAVESIA LOMA 1, BARQUEROS",LOMA 1(TRAVESIA) en BARQUEROS
TR,TRAVESIA,LORCA 1,EL PALMAR,"TRAVESIA LORCA 1, EL PALMAR",LORCA 1(TRAVESIA) en EL PALMAR
TR,TRAVESIA,LOS OLMOS,ZARANDONA,"TRAVESIA LOS OLMOS, ZARANDONA",LOS OLMOS(TRAVESIA) en ZARANDONA
TR,TRAVESIA,MADRID,PUNTAL EL,"TRAVESIA MADRID, PUNTAL EL",MADRID(TRAVESIA) en PUNTAL EL
TR,TRAVESIA,MAESTRO 1,BENIAJAN,"TRAVESIA MAESTRO 1, BENIAJAN",MAESTRO 1(TRAVESIA) en BENIAJAN
TR,TRAVESIA,MAR MENOR,MURCIA,"TRAVESIA MAR MENOR, MURCIA",MAR MENOR(TRAVESIA) en MURCIA
TR,TRAVESIA,MARTINEZ COSTA 1,MONTEAGUDO,"TRAVESIA MARTINEZ COSTA 1, MONTEAGUDO",MARTINEZ COSTA 1(TRAVESIA) en MONTEAGUDO
TR,TRAVESIA,MARTINEZ COSTA 2,MONTEAGUDO,"TRAVESIA MARTINEZ COSTA 2, MONTEAGUDO",MARTINEZ COSTA 2(TRAVESIA) en MONTEAGUDO
TR,TRAVESIA,MARTINEZ COSTA 3,MONTEAGUDO,"TRAVESIA MARTINEZ COSTA 3, MONTEAGUDO",MARTINEZ COSTA 3(TRAVESIA) en MONTEAGUDO
TR,TRAVESIA,MAYAYO UNO,EL PALMAR,"TRAVESIA MAYAYO UNO, EL PALMAR",MAYAYO UNO(TRAVESIA) en EL PALMAR
