codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
AV,AVENIDA,PEREZ URRUTI,PUNTAL EL,"AVENIDA PEREZ URRUTI, PUNTAL EL",PEREZ URRUTI(AVENIDA) en PUNTAL EL
AV,AVENIDA,PICOS DE EUROPA,ESPARRAGAL,"AVENIDA PICOS DE EUROPA, ESPARRAGAL",PICOS DE EUROPA(AVENIDA) en ESPARRAGAL
AV,AVENIDA,PINOS,MURCIA,"AVENIDA PINOS, MURCIA",PINOS(AVENIDA) en MURCIA
AV,AVENIDA,PINTOR PEDRO CANO,EL PALMAR,"AVENIDA PINTOR PEDRO CANO, EL PALMAR",PINTOR PEDRO CANO(AVENIDA) en EL PALMAR
AV,AVENIDA,PIO BAROJA,GUADALUPE,"AVENIDA PIO BAROJA, GUADALUPE",PIO BAROJA(AVENIDA) en GUADALUPE
AV,AVENIDA,PIO BAROJA,MURCIA,"AVENIDA PIO BAROJA, MURCIA",PIO BAROJA(AVENIDA) en MURCIA
AV,AVENIDA,POETA MIGUEL HERNANDEZ,GEA Y TRUYOLS,"AVENIDA POETA MIGUEL HERNANDEZ, GEA Y TRUYOLS",POETA MIGUEL HERNANDEZ(AVENIDA) en GEA Y TRUYOLS
AV,AVENIDA,PRIMERO DE MAYO,EL PALMAR,"AVENIDA PRIMERO DE MAYO, EL PALMAR",PRIMERO DE MAYO(AVENIDA) en EL PALMAR
AV,AVENIDA,PRIMERO DE MAYO,GUADALUPE,"AVENIDA PRIMERO DE MAYO, GUADALUPE",PRIMERO DE MAYO(AVENIDA) en GUADALUPE
AV,AVENIDA,PRIMERO DE MAYO,MURCIA,"AVENIDA PRIMERO DE MAYO, MURCIA",PRIMERO DE MAYO(AVENIDA) en MURCIA
AV,AVENIDA,PRIMERO MAYO,PUNTAL EL,"AVENIDA PRIMERO MAYO, PUNTAL EL",PRIMERO MAYO(AVENIDA) en PUNTAL EL
AV,AVENIDA,PRINCIPAL,SAN GINES,"AVENIDA PRINCIPAL, SAN GINES",PRINCIPAL(AVENIDA) en SAN GINES
AV,AVENIDA,PRINCIPE ASTURIAS,ESPARRAGAL,"AVENIDA PRINCIPE ASTURIAS, ESPARRAGAL",PRINCIPE ASTURIAS(AVENIDA) en ESPARRAGAL
AV,AVENIDA,PRINCIPE ASTURIAS,LAS LUMBRERAS,"AVENIDA PRINCIPE ASTURIAS, LAS LUMBRERAS",PRINCIPE ASTURIAS(AVENIDA) en LAS LUMBRERAS
AV,AVENIDA,PRINCIPE ASTURIAS,MURCIA,"AVENIDA PRINCIPE ASTURIAS, MURCIA",PRINCIPE ASTURIAS(AVENIDA) en MURCIA
AV,AVENIDA,PRINCIPE DE ASTURIAS,GUADALUPE,"AVENIDA PRINCIPE DE ASTURIAS, GUADALUPE",PRINCIPE DE ASTURIAS(AVENIDA) en GUADALUPE
AV,AVENIDA,PROGRESO DEL,SAN BENITO,"AVENIDA PROGRESO DEL, SAN BENITO",PROGRESO DEL(AVENIDA) en SAN BENITO
AV,AVENIDA,PROGRESO,EL PALMAR,"AVENIDA PROGRESO, EL PALMAR",PROGRESO(AVENIDA) en EL PALMAR
AV,AVENIDA,PROGRESO,GARRES LOS,"AVENIDA PROGRESO, GARRES LOS",PROGRESO(AVENIDA) en GARRES LOS
AV,AVENIDA,PUENTE TOCINOS,CASILLAS,"AVENIDA PUENTE TOCINOS, CASILLAS",PUENTE TOCINOS(AVENIDA) en CASILLAS
AV,AVENIDA,PUENTE TOCINOS,LLANO BRUJAS,"AVENIDA PUENTE TOCINOS, LLANO BRUJAS",PUENTE TOCINOS(AVENIDA) en LLANO BRUJAS
AV,AVENIDA,RAMBLA DEL PUERTO,EL PALMAR,"AVENIDA RAMBLA DEL PUERTO, EL PALMAR",RAMBLA DEL PUERTO(AVENIDA) en EL PALMAR
AV,AVENIDA,RAYA,PUEBLA DE SOTO,"AVENIDA RAYA, PUEBLA DE SOTO",RAYA(AVENIDA) en PUEBLA DE SOTO
AV,AVENIDA,RAYA,RAYA LA,"AVENIDA RAYA, RAYA LA",RAYA(AVENIDA) en RAYA LA
AV,AVENIDA,REAL ACADEMIA DE MEDICINA,MURCIA,"AVENIDA REAL ACADEMIA DE MEDICINA, MURCIA",REAL ACADEMIA DE MEDICINA(AVENIDA) en MURCIA
AV,AVENIDA,RECTORES,PUNTAL EL,"AVENIDA RECTORES, PUNTAL EL",RECTORES(AVENIDA) en PUNTAL EL
AV,AVENIDA,RECTOR LOUSTAU,MURCIA,"AVENIDA RECTOR LOUSTAU, MURCIA",RECTOR LOUSTAU(AVENIDA) en MURCIA
AV,AVENIDA,REGION DE MURCIA,BENIAJAN,"AVENIDA REGION DE MURCIA, BENIAJAN",REGION DE MURCIA(AVENIDA) en BENIAJAN
AV,AVENIDA,REGION DE MURCIA,DOLORES LOS,"AVENIDA REGION DE MURCIA, DOLORES LOS",REGION DE MURCIA(AVENIDA) en DOLORES LOS
AV,AVENIDA,REGION DE MURCIA,GUADALUPE,"AVENIDA REGION DE MURCIA, GUADALUPE",REGION DE MURCIA(AVENIDA) en GUADALUPE
AV,AVENIDA,REGION MURCIA,TORREAGUERA,"AVENIDA REGION MURCIA, TORREAGUERA",REGION MURCIA(AVENIDA) en TORREAGUERA
AV,AVENIDA,REINA SOFIA,GUADALUPE,"AVENIDA REINA SOFIA, GUADALUPE",REINA SOFIA(AVENIDA) en GUADALUPE
AV,AVENIDA,REINA SOFIA,MARTINEZ PUERTO,"AVENIDA REINA SOFIA, MARTINEZ PUERTO",REINA SOFIA(AVENIDA) en MARTINEZ PUERTO
AV,AVENIDA,REINA SOFIA,SANGONERA VERDE,"AVENIDA REINA SOFIA, SANGONERA VERDE",REINA SOFIA(AVENIDA) en SANGONERA VERDE
AV,AVENIDA,REINA SOFIA,SAN JOSE,"AVENIDA REINA SOFIA, SAN JOSE",REINA SOFIA(AVENIDA) en SAN JOSE
AV,AVENIDA,REINO DE MURCIA,MURCIA,"AVENIDA REINO DE MURCIA, MURCIA",REINO DE MURCIA(AVENIDA) en MURCIA
AV,AVENIDA,REINO DE VALENCIA,ZARANDONA,"AVENIDA REINO DE VALENCIA, ZARANDONA",REINO DE VALENCIA(AVENIDA) en ZARANDONA
AV,AVENIDA,REYES CATOLICOS,GUADALUPE,"AVENIDA REYES CATOLICOS, GUADALUPE",REYES CATOLICOS(AVENIDA) en GUADALUPE
AV,AVENIDA,REYES CATOLICOS,MURCIA,"AVENIDA REYES CATOLICOS, MURCIA",REYES CATOLICOS(AVENIDA) en MURCIA
AV,AVENIDA,RICARDO GOMEZ,MARTINEZ PUERTO,"AVENIDA RICARDO GOMEZ, MARTINEZ PUERTO",RICARDO GOMEZ(AVENIDA) en MARTINEZ PUERTO
AV,AVENIDA,RINCON DE SECA,RAYA LA,"AVENIDA RINCON DE SECA, RAYA LA",RINCON DE SECA(AVENIDA) en RAYA LA
AV,AVENIDA,RIO GUADALENTIN,SANTO ANGEL,"AVENIDA RIO GUADALENTIN, SANTO ANGEL",RIO GUADALENTIN(AVENIDA) en SANTO ANGEL
AV,AVENIDA,RIO MADERA,MURCIA,"AVENIDA RIO MADERA, MURCIA",RIO MADERA(AVENIDA) en MURCIA
AV,AVENIDA,RIO SECO,SANGONERA SECA,"AVENIDA RIO SECO, SANGONERA SECA",RIO SECO(AVENIDA) en SANGONERA SECA
AV,AVENIDA,RIO SEGURA,LLANO BRUJAS,"AVENIDA RIO SEGURA, LLANO BRUJAS",RIO SEGURA(AVENIDA) en LLANO BRUJAS
AV,AVENIDA,RIO SEGURA,MURCIA,"AVENIDA RIO SEGURA, MURCIA",RIO SEGURA(AVENIDA) en MURCIA
AV,AVENIDA,RIO SEGURA,RINCON BENISCOR,"AVENIDA RIO SEGURA, RINCON BENISCOR",RIO SEGURA(AVENIDA) en RINCON BENISCOR
AV,AVENIDA,ROCIO,MURCIA,"AVENIDA ROCIO, MURCIA",ROCIO(AVENIDA) en MURCIA
AV,AVENIDA,RONDA OESTE,MURCIA,"AVENIDA RONDA OESTE, MURCIA",RONDA OESTE(AVENIDA) en MURCIA
AV,AVENIDA,ROSALES,EL PALMAR,"AVENIDA ROSALES, EL PALMAR",ROSALES(AVENIDA) en EL PALMAR
AV,AVENIDA,SAN FERNANDO,SAN JOSE,"AVENIDA SAN FERNANDO, SAN JOSE",SAN FERNANDO(AVENIDA) en SAN JOSE
AV,AVENIDA,SAN GINES,SAN GINES,"AVENIDA SAN GINES, SAN GINES",SAN GINES(AVENIDA) en SAN GINES
AV,AVENIDA,SAN JOSE,SAN JOSE,"AVENIDA SAN JOSE, SAN JOSE",SAN JOSE(AVENIDA) en SAN JOSE
AV,AVENIDA,SAN JUAN CRUZ,MURCIA,"AVENIDA SAN JUAN CRUZ, MURCIA",SAN JUAN CRUZ(AVENIDA) en MURCIA
AV,AVENIDA,SAN PEDRO DEL PINATAR,MURCIA,"AVENIDA SAN PEDRO DEL PINATAR, MURCIA",SAN PEDRO DEL PINATAR(AVENIDA) en MURCIA
AV,AVENIDA,SAN ROQUE,COBATILLAS,"AVENIDA SAN ROQUE, COBATILLAS",SAN ROQUE(AVENIDA) en COBATILLAS
AV,AVENIDA,SANTA CATALINA,ALBERCA LA,"AVENIDA SANTA CATALINA, ALBERCA LA",SANTA CATALINA(AVENIDA) en ALBERCA LA
AV,AVENIDA,SANTA CATALINA,ALJUCER,"AVENIDA SANTA CATALINA, ALJUCER",SANTA CATALINA(AVENIDA) en ALJUCER
AV,AVENIDA,SANTIAGO,MURCIA,"AVENIDA SANTIAGO, MURCIA",SANTIAGO(AVENIDA) en MURCIA
AV,AVENIDA,SANTIAGO,S.Y ZARAICHE,"AVENIDA SANTIAGO, S.Y ZARAICHE",SANTIAGO(AVENIDA) en S.Y ZARAICHE
AV,AVENIDA,SANTIAGO,ZARANDONA,"AVENIDA SANTIAGO, ZARANDONA",SANTIAGO(AVENIDA) en ZARANDONA
AV,AVENIDA,SANTOMERA,ALQUERIAS,"AVENIDA SANTOMERA, ALQUERIAS",SANTOMERA(AVENIDA) en ALQUERIAS
AV,AVENIDA,SEVERO OCHOA,PUNTAL EL,"AVENIDA SEVERO OCHOA, PUNTAL EL",SEVERO OCHOA(AVENIDA) en PUNTAL EL
AV,AVENIDA,SIERRA DE LOS VILLARES,GEA Y TRUYOLS,"AVENIDA SIERRA DE LOS VILLARES, GEA Y TRUYOLS",SIERRA DE LOS VILLARES(AVENIDA) en GEA Y TRUYOLS
AV,AVENIDA,TENIENTE FLOMESTA,MURCIA,"AVENIDA TENIENTE FLOMESTA, MURCIA",TENIENTE FLOMESTA(AVENIDA) en MURCIA
AV,AVENIDA,TENIENTE MONTESINOS,ESPINARDO,"AVENIDA TENIENTE MONTESINOS, ESPINARDO",TENIENTE MONTESINOS(AVENIDA) en ESPINARDO
AV,AVENIDA,TIERNO GALVAN,GUADALUPE,"AVENIDA TIERNO GALVAN, GUADALUPE",TIERNO GALVAN(AVENIDA) en GUADALUPE
AV,AVENIDA,TORRE ALCAINA,CHURRA,"AVENIDA TORRE ALCAINA, CHURRA",TORRE ALCAINA(AVENIDA) en CHURRA
AV,AVENIDA,TORRE ALCAYNA,PUNTAL EL,"AVENIDA TORRE ALCAYNA, PUNTAL EL",TORRE ALCAYNA(AVENIDA) en PUNTAL EL
AV,AVENIDA,TORRE DE VILLESCAS,PUENTE TOCINOS,"AVENIDA TORRE DE VILLESCAS, PUENTE TOCINOS",TORRE DE VILLESCAS(AVENIDA) en PUENTE TOCINOS
AV,AVENIDA,VALDEMINAS,ESPARRAGAL,"AVENIDA VALDEMINAS, ESPARRAGAL",VALDEMINAS(AVENIDA) en ESPARRAGAL
AV,AVENIDA,VALLE DEL GUADALENTIN,SANGONERA VERDE,"AVENIDA VALLE DEL GUADALENTIN, SANGONERA VERDE",VALLE DEL GUADALENTIN(AVENIDA) en SANGONERA VERDE
AV,AVENIDA,VERDOLAY,SANTO ANGEL,"AVENIDA VERDOLAY, SANTO ANGEL",VERDOLAY(AVENIDA) en SANTO ANGEL
AV,AVENIDA,VEREDA REAL,SANGONERA SECA,"AVENIDA VEREDA REAL, SANGONERA SECA",VEREDA REAL(AVENIDA) en SANGONERA SECA
AV,AVENIDA,VICTOR GARRIGOS,CHURRA,"AVENIDA VICTOR GARRIGOS, CHURRA",VICTOR GARRIGOS(AVENIDA) en CHURRA
AV,AVENIDA,VICTORIA,MURCIA,"AVENIDA VICTORIA, MURCIA",VICTORIA(AVENIDA) en MURCIA
AV,AVENIDA,VIRGEN DE LA HUERTA,RAMOS LOS,"AVENIDA VIRGEN DE LA HUERTA, RAMOS LOS",VIRGEN DE LA HUERTA(AVENIDA) en RAMOS LOS
AV,AVENIDA,VIRGEN DEL ROSARIO,GARRES LOS,"AVENIDA VIRGEN DEL ROSARIO, GARRES LOS",VIRGEN DEL ROSARIO(AVENIDA) en GARRES LOS
AV,AVENIDA,VIRGEN DEL ROSARIO,SAN BENITO,"AVENIDA VIRGEN DEL ROSARIO, SAN BENITO",VIRGEN DEL ROSARIO(AVENIDA) en SAN BENITO
AV,AVENIDA,XARRAT,CHURRA,"AVENIDA XARRAT, CHURRA",XARRAT(AVENIDA) en CHURRA
AV,AVENIDA,ZARAICHE,ZARANDONA,"AVENIDA ZARAICHE, ZARANDONA",ZARAICHE(AVENIDA) en ZARANDONA
AV,AVENIDA,ZARANDONA,ZARANDONA,"AVENIDA ZARANDONA, ZARANDONA",ZARANDONA(AVENIDA) en ZARANDONA
BO,BARRIO,ARISTONES,RAYA LA,"BARRIO ARISTONES, RAYA LA",ARISTONES(BARRIO) en RAYA LA
BO,BARRIO,BELANDO,PUENTE TOCINOS,"BARRIO BELANDO, PUENTE TOCINOS",BELANDO(BARRIO) en PUENTE TOCINOS
BO,BARRIO,CUATRO OJOS,NONDUERMAS,"BARRIO CUATRO OJOS, NONDUERMAS",CUATRO OJOS(BARRIO) en NONDUERMAS
BO,BARRIO,LOS REMEDIOS,RAYA LA,"BARRIO LOS REMEDIOS, RAYA LA",LOS REMEDIOS(BARRIO) en RAYA LA
BO,BARRIO,MAESTRES DE LOS,VALLADOLISES,"BARRIO MAESTRES DE LOS, VALLADOLISES",MAESTRES DE LOS(BARRIO) en VALLADOLISES
BO,BARRIO,NUESTRA SRA DE GRACIA,JAVALI VIEJO,"BARRIO NUESTRA SRA DE GRACIA, JAVALI VIEJO",NUESTRA SRA DE GRACIA(BARRIO) en JAVALI VIEJO
BO,BARRIO,PLATERIA,MONTEAGUDO,"BARRIO PLATERIA, MONTEAGUDO",PLATERIA(BARRIO) en MONTEAGUDO
BO,BARRIO,POLIGONO PAZ,MURCIA,"BARRIO POLIGONO PAZ, MURCIA",POLIGONO PAZ(BARRIO) en MURCIA
BO,BARRIO,TERUELES,RAYA LA,"BARRIO TERUELES, RAYA LA",TERUELES(BARRIO) en RAYA LA
CA,CAÑADA,DEL LAGARTO,GEA Y TRUYOLS,"CAÑADA DEL LAGARTO, GEA Y TRUYOLS",DEL LAGARTO(CAÑADA) en GEA Y TRUYOLS
CA,CAÑADA,OCEANO ATLANTICO,ESPARRAGAL,"CAÑADA OCEANO ATLANTICO, ESPARRAGAL",OCEANO ATLANTICO(CAÑADA) en ESPARRAGAL
CJ,CALLEJON,AIRE,ALBERCA LA,"CALLEJON AIRE, ALBERCA LA",AIRE(CALLEJON) en ALBERCA LA
CJ,CALLEJON,BELANDO,PUENTE TOCINOS,"CALLEJON BELANDO, PUENTE TOCINOS",BELANDO(CALLEJON) en PUENTE TOCINOS
CJ,CALLEJON,BRAZAL,CHURRA,"CALLEJON BRAZAL, CHURRA",BRAZAL(CALLEJON) en CHURRA
CJ,CALLEJON,BURRUEZO,MURCIA,"CALLEJON BURRUEZO, MURCIA",BURRUEZO(CALLEJON) en MURCIA
CJ,CALLEJON,CARAVACA,MURCIA,"CALLEJON CARAVACA, MURCIA",CARAVACA(CALLEJON) en MURCIA
CJ,CALLEJON,CASAS,SANGONERA VERDE,"CALLEJON CASAS, SANGONERA VERDE",CASAS(CALLEJON) en SANGONERA VERDE
CJ,CALLEJON,CONDE,MURCIA,"CALLEJON CONDE, MURCIA",CONDE(CALLEJON) en MURCIA
CJ,CALLEJON,COSTA LOS,DOLORES LOS,"CALLEJON COSTA LOS, DOLORES LOS",COSTA LOS(CALLEJON) en DOLORES LOS
CJ,CALLEJON,GUERRERO,TORREAGUERA,"CALLEJON GUERRERO, TORREAGUERA",GUERRERO(CALLEJON) en TORREAGUERA
CJ,CALLEJON,JOSE ANTONIO MESEGUER,RAAL EL,"CALLEJON JOSE ANTONIO MESEGUER, RAAL EL",JOSE ANTONIO MESEGUER(CALLEJON) en RAAL EL
CJ,CALLEJON,JOSE GUILLEN LOPEZ,PUNTAL EL,"CALLEJON JOSE GUILLEN LOPEZ, PUNTAL EL",JOSE GUILLEN LOPEZ(CALLEJON) en PUNTAL EL
CJ,CALLEJON,LOPEZ,MARTINEZ PUERTO,"CALLEJON LOPEZ, MARTINEZ PUERTO",LOPEZ(CALLEJON) en MARTINEZ PUERTO
CJ,CALLEJON,LORCA,EL PALMAR,"CALLEJON LORCA, EL PALMAR",LORCA(CALLEJON) en EL PALMAR
CJ,CALLEJON,MERGUIZO,GARRES LOS,"CALLEJON MERGUIZO, GARRES LOS",MERGUIZO(CALLEJON) en GARRES LOS
CJ,CALLEJON,MORENO,MURCIA,"CALLEJON MORENO, MURCIA",MORENO(CALLEJON) en MURCIA
CJ,CALLEJON,MORO,SANGONERA VERDE,"CALLEJON MORO, SANGONERA VERDE",MORO(CALLEJON) en SANGONERA VERDE
CJ,CALLEJON,MORUNOS,PUENTE TOCINOS,"CALLEJON MORUNOS, PUENTE TOCINOS",MORUNOS(CALLEJON) en PUENTE TOCINOS
CJ,CALLEJON,MULETA,MURCIA,"CALLEJON MULETA, MURCIA",MULETA(CALLEJON) en MURCIA
CJ,CALLEJON,NENA,MURCIA,"CALLEJON NENA, MURCIA",NENA(CALLEJON) en MURCIA
CJ,CALLEJON,NORTE,CASILLAS,"CALLEJON NORTE, CASILLAS",NORTE(CALLEJON) en CASILLAS
CJ,CALLEJON,NORTE,CHURRA,"CALLEJON NORTE, CHURRA",NORTE(CALLEJON) en CHURRA
CJ,CALLEJON,PARRA,ZARANDONA,"CALLEJON PARRA, ZARANDONA",PARRA(CALLEJON) en ZARANDONA
CJ,CALLEJON,PASO AGUA,GUADALUPE,"CALLEJON PASO AGUA, GUADALUPE",PASO AGUA(CALLEJON) en GUADALUPE
CJ,CALLEJON,PENCHO EL PIRRE,CORVERA,"CALLEJON PENCHO EL PIRRE, CORVERA",PENCHO EL PIRRE(CALLEJON) en CORVERA
CJ,CALLEJON,PEREJIL,MURCIA,"CALLEJON PEREJIL, MURCIA",PEREJIL(CALLEJON) en MURCIA
CJ,CALLEJON,PERICO DE,BENIAJAN,"CALLEJON PERICO DE, BENIAJAN",PERICO DE(CALLEJON) en BENIAJAN
CJ,CALLEJON,PESETA,TORREAGUERA,"CALLEJON PESETA, TORREAGUERA",PESETA(CALLEJON) en TORREAGUERA
CJ,CALLEJON,PIZARRO,CORVERA,"CALLEJON PIZARRO, CORVERA",PIZARRO(CALLEJON) en CORVERA
CJ,CALLEJON,PRACTICANTA,TORREAGUERA,"CALLEJON PRACTICANTA, TORREAGUERA",PRACTICANTA(CALLEJON) en TORREAGUERA
CJ,CALLEJON,QUIJERO,MURCIA,"CALLEJON QUIJERO, MURCIA",QUIJERO(CALLEJON) en MURCIA
CJ,CALLEJON,RINCON,TORREAGUERA,"CALLEJON RINCON, TORREAGUERA",RINCON(CALLEJON) en TORREAGUERA
CJ,CALLEJON,SANTO DOMINGO,MURCIA,"CALLEJON SANTO DOMINGO, MURCIA",SANTO DOMINGO(CALLEJON) en MURCIA
CJ,CALLEJON,SECRETARIO,MURCIA,"CALLEJON SECRETARIO, MURCIA",SECRETARIO(CALLEJON) en MURCIA
CJ,CALLEJON,SEIQUER,MURCIA,"CALLEJON SEIQUER, MURCIA",SEIQUER(CALLEJON) en MURCIA
CL,CALLE,10 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 10 ( UA / PP ZG-SG-CT6), CABEZO TORRES",10 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,10 UE-LS1,LOBOSILLO,"CALLE 10 UE-LS1, LOBOSILLO",10 UE-LS1(CALLE) en LOBOSILLO
CL,CALLE,11 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 11 ( UA / PP ZG-SG-CT6), CABEZO TORRES",11 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,12 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 12 ( UA / PP ZG-SG-CT6), CABEZO TORRES",12 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,13 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 13 ( UA / PP ZG-SG-CT6), CABEZO TORRES",13 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,1 UA1 ZB-GP3,GUADALUPE,"CALLE 1 UA1 ZB-GP3, GUADALUPE",1 UA1 ZB-GP3(CALLE) en GUADALUPE
CL,CALLE,1 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 1 ( UA / PP ZG-SG-CT6), CABEZO TORRES",1 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,1 ZM-CV1,CORVERA,"CALLE 1 ZM-CV1, CORVERA",1 ZM-CV1(CALLE) en CORVERA
CL,CALLE,2 UA1 ZB-GP3,GUADALUPE,"CALLE 2 UA1 ZB-GP3, GUADALUPE",2 UA1 ZB-GP3(CALLE) en GUADALUPE
CL,CALLE,2 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 2 ( UA / PP ZG-SG-CT6), CABEZO TORRES",2 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,3 ROSALEDA,ALGEZARES,"CALLE 3 ROSALEDA, ALGEZARES",3 ROSALEDA(CALLE) en ALGEZARES
CL,CALLE,3 UA1PU-GT18,GEA Y TRUYOLS,"CALLE 3 UA1PU-GT18, GEA Y TRUYOLS",3 UA1PU-GT18(CALLE) en GEA Y TRUYOLS
CL,CALLE,3 UA1 ZB-GP3,GUADALUPE,"CALLE 3 UA1 ZB-GP3, GUADALUPE",3 UA1 ZB-GP3(CALLE) en GUADALUPE
CL,CALLE,3 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 3 ( UA / PP ZG-SG-CT6), CABEZO TORRES",3 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,4 ROSALEDA,ALGEZARES,"CALLE 4 ROSALEDA, ALGEZARES",4 ROSALEDA(CALLE) en ALGEZARES
CL,CALLE,4 UA1 ZB-GP3,GUADALUPE,"CALLE 4 UA1 ZB-GP3, GUADALUPE",4 UA1 ZB-GP3(CALLE) en GUADALUPE
CL,CALLE,4 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 4 ( UA / PP ZG-SG-CT6), CABEZO TORRES",4 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,5 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 5 ( UA / PP ZG-SG-CT6), CABEZO TORRES",5 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,5 UE-LS1,LOBOSILLO,"CALLE 5 UE-LS1, LOBOSILLO",5 UE-LS1(CALLE) en LOBOSILLO
CL,CALLE,6 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 6 ( UA / PP ZG-SG-CT6), CABEZO TORRES",6 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,6 ZM-CV1,CORVERA,"CALLE 6 ZM-CV1, CORVERA",6 ZM-CV1(CALLE) en CORVERA
CL,CALLE,7 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 7 ( UA / PP ZG-SG-CT6), CABEZO TORRES",7 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,7 UE-LS1,LOBOSILLO,"CALLE 7 UE-LS1, LOBOSILLO",7 UE-LS1(CALLE) en LOBOSILLO
CL,CALLE,8 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 8 ( UA / PP ZG-SG-CT6), CABEZO TORRES",8 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,8 ZM-CV1,CORVERA,"CALLE 8 ZM-CV1, CORVERA",8 ZM-CV1(CALLE) en CORVERA
CL,CALLE,9 ( UA / PP ZG-SG-CT6),CABEZO TORRES,"CALLE 9 ( UA / PP ZG-SG-CT6), CABEZO TORRES",9 ( UA / PP ZG-SG-CT6)(CALLE) en CABEZO TORRES
CL,CALLE,ABANILLA,JERON.-AVILESES,"CALLE ABANILLA, JERON.-AVILESES",ABANILLA(CALLE) en JERON.-AVILESES
CL,CALLE,ABANILLA,MURCIA,"CALLE ABANILLA, MURCIA",ABANILLA(CALLE) en MURCIA
CL,CALLE,ABARAN,ESPINARDO,"CALLE ABARAN, ESPINARDO",ABARAN(CALLE) en ESPINARDO
CL,CALLE,ABARAN,PUENTE TOCINOS,"CALLE ABARAN, PUENTE TOCINOS",ABARAN(CALLE) en PUENTE TOCINOS
CL,CALLE,ABARAN,SANGONERA SECA,"CALLE ABARAN, SANGONERA SECA",ABARAN(CALLE) en SANGONERA SECA
CL,CALLE,ABDERRAHAMAN II,MONTEAGUDO,"CALLE ABDERRAHAMAN II, MONTEAGUDO",ABDERRAHAMAN II(CALLE) en MONTEAGUDO
CL,CALLE,ABDERRAHAMAN II,MURCIA,"CALLE ABDERRAHAMAN II, MURCIA",ABDERRAHAMAN II(CALLE) en MURCIA
CL,CALLE,ABEDUL,ALBERCA LA,"CALLE ABEDUL, ALBERCA LA",ABEDUL(CALLE) en ALBERCA LA
CL,CALLE,ABEDUL,GARRES LOS,"CALLE ABEDUL, GARRES LOS",ABEDUL(CALLE) en GARRES LOS
CL,CALLE,ABEDUL,SANTO ANGEL,"CALLE ABEDUL, SANTO ANGEL",ABEDUL(CALLE) en SANTO ANGEL
CL,CALLE,ABELARDO VALERO,ALBERCA LA,"CALLE ABELARDO VALERO, ALBERCA LA",ABELARDO VALERO(CALLE) en ALBERCA LA
CL,CALLE,ABENARABI,MURCIA,"CALLE ABENARABI, MURCIA",ABENARABI(CALLE) en MURCIA
CL,CALLE,ABETO,ALGEZARES,"CALLE ABETO, ALGEZARES",ABETO(CALLE) en ALGEZARES
CL,CALLE,ABETO,GARRES LOS,"CALLE ABETO, GARRES LOS",ABETO(CALLE) en GARRES LOS
CL,CALLE,ABETO,PUNTAL EL,"CALLE ABETO, PUNTAL EL",ABETO(CALLE) en PUNTAL EL
CL,CALLE,ABETO,SANTO ANGEL,"CALLE ABETO, SANTO ANGEL",ABETO(CALLE) en SANTO ANGEL
CL,CALLE,ABUELITOS,DOLORES LOS,"CALLE ABUELITOS, DOLORES LOS",ABUELITOS(CALLE) en DOLORES LOS
CL,CALLE,ACACIA,CHURRA,"CALLE ACACIA, CHURRA",ACACIA(CALLE) en CHURRA
CL,CALLE,ACACIA,CORVERA,"CALLE ACACIA, CORVERA",ACACIA(CALLE) en CORVERA
CL,CALLE,ACACIA,ESPARRAGAL,"CALLE ACACIA, ESPARRAGAL",ACACIA(CALLE) en ESPARRAGAL
CL,CALLE,ACADEMICA CARMEN CONDE,ALBERCA LA,"CALLE ACADEMICA CARMEN CONDE, ALBERCA LA",ACADEMICA CARMEN CONDE(CALLE) en ALBERCA LA
